address,city,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
219 N. Red River Ave.,Cold Spring,Gluek Brewing Co.,MN,MicroBrewery,-94.429273601,45.4582544402,56320,2006,2015,271450113022046,27145011302
219 N. Red River Avenue,Cold Spring,Gluek Brewing Co.,MN,MicroBrewery,-94.42905,45.4582466,56320,2005,2005,271450113022046,27145011302
3308 3rd St. N.,St. Cloud,O'Hara's Brewpub & Restaurant,MN,BrewPub,-94.1985560757,45.5584840112,56303,2006,2008,271450006012009,27145000601
3308 3rd Street North,St. Cloud,O'Hara's Brewpub & Restaurant,MN,BrewPub,-94.1983753,45.5585683,56303,2005,2005,271450006012009,27145000601
1429 Service Dr.,Winona,Wellington's Backwater Brewing Co.,MN,BrewPub,-91.675637,44.047111,55987,2012,2015,271696703002022,27169670300
1455 Service Dr.,Winona,Wellington's Backwater Brewing Co.,MN,BrewPub,-91.6773853,44.0486648,55987,2005,2011,271696703002004,27169670300
105 East Fifth Street,Mantorville,Mantorville Brewing Co.,MN,MicroBrewery,-92.7409006,44.0674392,55955,2005,2005,270399501003065,27039950100
105 E. 5th St.,Mantorville,Mantorville Brewing Co.,MN,MicroBrewery,-92.7565599845,44.0665617168,55955,2006,2015,270399501003052,27039950100
2711 West Superior Street,Duluth,Lake Superior Brewing Co.,MN,MicroBrewery,-92.1325495,46.7606355,55806,2005,2005,271370156002021,27137015600
2711 W. Superior St.,Duluth,Lake Superior Brewing Co.,MN,MicroBrewery,-92.1319022165,46.7610027323,55806,2006,2015,271370156002020,27137015600
600 E. Superior St.,Duluth,Fitger's Brewhouse,MN,BrewPub,-92.0908390776,46.7919659541,55802,2006,2015,271370017002019,27137001700
600 E. Superior Street,Duluth,Fitger's Brewhouse,MN,BrewPub,-92.0906002,46.7923757,55802,2005,2005,271370017002019,27137001700
2922 Lyndale Avenue ,South Minneapolis,Herkimer Pub & Brewery ,MN,BrewPub,-93.2885127,44.9491662,55408,2005,2005,270530077002015,27053007700
2922 Lyndale Ave. South,Minneapolis,Herkimer Pub & Brewery ,MN,BrewPub,-93.2882960532,44.9495856734,55408,2006,2015,270530077002015,27053007700
16 N. 6th St.,Minneapolis,Gluek's Bar & Restaurant,MN,BrewPub,-93.2737982258,44.9791115742,55403,2006,2010,270531261003015,27053126100
16 North 6th Street,Minneapolis,Gluek's Bar & Restaurant,MN,BrewPub,-93.274181,44.979303,55403,2005,2005,270531261003015,27053126100
430 1st Ave. North ,Minneapolis,District Warehouse Brewing Company ,MN,BrewPub,-93.2735726,44.9808684,55401,2005,2005,270531261003006,27053126100
430 1st Ave. N. ,Minneapolis,District Warehouse Brewing Company ,MN,BrewPub,-93.27303269,44.9810543301,55401,2006,2006,270531261003006,27053126100
7855 Elm Creek Boulevard ,Maple Grove,Hops Restaurant and Brewery ,MN,BrewPub,-93.450007,45.097594,55369,2005,2005,270530267105011,27053026710
11909 Main Street N.,Maple Grove,Granite City Food & Brewery ,MN,BrewPub,-93.4319936,45.0904761,55369,2005,2005,270530267105011,27053026710
11909 Main St. N.,Maple Grove,Granite City Food & Brewery ,MN,BrewPub,-93.44113586,45.0940760667,55369,2006,2015,270530267105015,27053026710
7855 Elm Creek Blvd. ,Maple Grove,Hops Restaurant and Brewery ,MN,BrewPub,-93.4492362461,45.0970002888,55369,2006,2008,270530267105011,27053026710
164 North Snelling Avenue,St. Paul,O'Gara's Bar & Grill,MN,BrewPub,-93.1666046,44.9462724,55104,2005,2005,271230352001005,27123035200
164 N. Snelling Ave.,St. Paul,O'Gara's Bar & Grill,MN,BrewPub,-93.1666931479,44.9461155888,55104,2006,2007,271230352001005,27123035200
426 St. Peter Street ,St. Paul,Great Waters Brewing Company ,MN,BrewPub,-93.0968155,44.9467327,55102,2005,2005,271230342011037,27123034201
426 St. Peter St. ,St. Paul,Great Waters Brewing Company ,MN,BrewPub,-93.097074986,44.9467686111,55102,2006,2015,271230342011037,27123034201
4301 W. Wisconsin Ave.,Appleton,Fox River Brewing Co.,WI,BrewPub,-88.4690056377,44.2731203849,54915,2006,2015,550870125062013,55087012506
4301 W. Wisconsin,Appleton,Fox River Brewing Co.,WI,BrewPub,-88.4700678,44.2696721,54915,2005,2005,550870125062025,55087012506
808 W. Main St.,Ashland,Deep Water Grille & South Shore Brewery,WI,BrewPub,-90.8921902,46.5873176,54806,2005,2005,550039504003013,55003950400
808 Main St. W.,Ashland,Deep Water Grille & South Shore Brewery,WI,BrewPub,-90.8918808417,46.5875063359,54806,2006,2015,550039504003013,55003950400
234 Dallas St. W,Dallas,Viking Brewing Co.,WI,MicroBrewery,-91.818056,45.258505,54733,2005,2005,550050009005073,55005000900
234 W. Dallas St.,Dallas,Viking Brewing Co.,WI,MicroBrewery,-91.8152605032,45.2592193097,54733,2006,2015,550050009005064,55005000900
840 25 5/8 Street,Chetek,Northwoods Brewpub at Pokegama,WI,BrewPub,-91.631534,45.326042,54728,2005,2005,550050010023002,55005001002
840 25 5/8 St.,Chetek,Northwoods Brewpub at Pokegama,WI,BrewPub,-91.6315194655,45.3263435943,54728,2006,2008,550050010023002,55005001002
320 S. Pierce St.,Black River Falls,Sand Creek Brewing Co.,WI,MicroBrewery,-90.8511256227,44.2928322544,54615,2006,2015,550539605004001,55053960500
320 S. Pierce,Black River Falls,Sand Creek Brewing Co.,WI,MicroBrewery,-90.8516272,44.2926728,54615,2005,2005,550539605004001,55053960500
200 Main St.,La Crosse,Doc Powell's Brewing Co.,WI,BrewPub,-91.2532914387,43.8129352593,54601,2006,2006,550630003001065,55063000300
200 Main Street,La Crosse,Doc Powell's Brewing Co.,WI,BrewPub,-91.2536949,43.813006,54601,2005,2005,550630003001065,55063000300
5 Main St. ,Bristol,Bobcat Cafe & Brewery ,VT,BrewPub,-73.0785328565,44.1329124185,5443,2006,2015,500019605001020,50001960500
5 Main Street ,Bristol,Bobcat Cafe & Brewery ,VT,BrewPub,-73.0781451,44.132911,5443,2005,2005,500019605001020,50001960500
2201 Sherman Street,Wausau,Hereford & Hops Restaurant & Brewpub,WI,BrewPub,-89.6621525,44.9518397,54401,2005,2005,550730006012011,55073000601
2201 Sherman St.,Wausau,Hereford & Hops Restaurant & Brewpub,WI,BrewPub,-89.6629870284,44.9515328965,54401,2006,2008,550730006012011,55073000601
2840 Shawano Avenue,Green Bay,Legends Brewhouse & Eatery,WI,BrewPub,-88.0975927,44.5532643,54313,2005,2005,550090205033015,55009020503
2840 Shawano Ave.,Green Bay,Legends Brewhouse & Eatery,WI,BrewPub,-88.0985600045,44.553142111,54313,2006,2015,550090205033015,55009020503
313 Dousman St.,Green Bay,Hinterland Brewery Restaurant Lounge,WI,BrewPub,-88.0194679069,44.5190051431,54303,2006,2015,550090008001004,55009000800
200 Dousman St.,Green Bay,Titletown Brewing Co.,WI,BrewPub,-88.0188693928,44.5191077682,54303,2006,2015,550090001001059,55009000100
313 Dousman Street,Green Bay,Hinterland Brewery Restaurant Lounge,WI,BrewPub,-88.019631,44.5189329,54303,2005,2005,550090008001004,55009000800
200 Dousman Street,Green Bay,Titletown Brewing Co.,WI,BrewPub,-88.0178045,44.519455,54303,2005,2005,550090001001059,55009000100
701 W. Glendale Ave. ,Milwaukee,Sprecher Brewing Co.,WI,MicroBrewery,-87.9192756756,43.1001028402,54209,2006,2015,550790602002041,55079060200
7791 Egg Harbor Rd.,Egg Harbor,Shipwrecked Brew Pub Restaurant & Inn,WI,BrewPub,-87.2805386576,45.0496440285,54209,2006,2015,550291004002076,55029100400
7791 Egg Harbor Road,Egg Harbor,Shipwrecked Brew Pub Restaurant & Inn,WI,BrewPub,-87.2802958,45.0495318,54209,2005,2005,550291004002076,55029100400
701 W. Glendale Avenue ,Milwaukee,Sprecher Brewing Co.,WI,MicroBrewery,-87.919625,43.099589,54209,2005,2005,550790602002041,55079060200
2299 Brewery Lane,Florence,Nicolet Brewing Co.,WI,BrewPub,-88.2393788,45.9263826,54121,2005,2010,550371901002002,55037190100
3578 Brewery Lane,Florence,Nicolet Brewing Co.,WI,BrewPub,-88.292191,45.889953,54121,2011,2013,550371901003015,55037190100
875 Heritage Road,DePere,Legends Brewhouse & Eatery,WI,BrewPub,-88.0577454,44.4288856,54115,2005,2005,550090103003032,55009010300
875 Heritage Rd.,DePere,Legends Brewhouse & Eatery,WI,BrewPub,-88.0587375695,44.4280919329,54115,2006,2015,550090103003032,55009010300
5 Bartlett Bay Rd. ,South Burlington,Magic Hat Brewing Company ,VT,MicroBrewery,-73.2117991326,44.4285910509,5403,2006,2015,500070033042021,50007003304
5 Bartlett Bay Road ,South Burlington,Magic Hat Brewing Company ,VT,MicroBrewery,-73.2131557,44.4284066,5403,2005,2005,500070033042021,50007003304
144 College St. ,Burlington,Vermont Pub and Brewery ,VT,BrewPub,-73.2140370429,44.477254949,5401,2006,2015,500070010001020,50007001000
160 Flynn Ave. ,Burlington,Switchback Brewing Company ,VT,MicroBrewery,-73.219794363,44.4558518566,5401,2006,2015,500070010002008,50007001000
144 College Street ,Burlington,Vermont Pub and Brewery ,VT,BrewPub,-73.214394,44.477262,5401,2005,2005,500070010001019,50007001000
207 College St.,Burlington,Three Needs Brewery & Taproom,VT,BrewPub,-73.211455802,44.4770475614,5401,2006,2012,500070010001023,50007001000
160 Flynn Avenue ,Burlington,Switchback Brewing Company ,VT,MicroBrewery,-73.220686,44.456184,5401,2005,2005,500070010002008,50007001000
207 College Street,Burlington,Three Needs Brewery & Taproom,VT,BrewPub,-73.2114261,44.4770773,5401,2005,2005,500070010001023,50007001000
1020 E. Main St.,Reedsburg,Corner Pub,WI,BrewPub,-89.9961725434,43.5321285252,53959,2006,2015,551110010022045,55111001002
1020 E. Main Street,Reedsburg,Corner Pub,WI,BrewPub,-89.9959408,43.5321195,53959,2005,2005,551110010022045,55111001002
2002 Pankratz St.,Madison,Ale Asylum,WI,BrewPub,-89.35292,43.120966,53704,2013,2015,550250025002007,55025002500
3698 Kinsman Blvd.,Madison,Ale Asylum,WI,MicroBrewery,-89.3268,43.1257,53704,2007,2015,550250025001076,55025002500
3 N. Main Street,Wilmington,Maple Leaf Malt & Brewing,VT,BrewPub,-72.8706801,42.8684739,5363,2005,2005,500259680002008,50025968000
3 N. Main St.,Wilmington,Maple Leaf Malt & Brewing,VT,BrewPub,-72.8697346779,42.869058438,5363,2006,2009,500259680002008,50025968000
105 S. Second Street,Mt. Horeb,Grumpy Troll,WI,BrewPub,-89.738062,43.008107,53572,2005,2005,550250128003013,55025012800
105 S. Second St.,Mt. Horeb,Grumpy Troll,WI,BrewPub,-89.7382625935,43.0082986813,53572,2006,2006,550250128003005,55025012800
1025 Owen Street,Lake Mills,Tyranena Brewing Co.,WI,MicroBrewery,-88.8968103,43.0862454,53551,2005,2005,550551005002012,55055100500
1025 Owen St.,Lake Mills,Tyranena Brewing Co.,WI,MicroBrewery,-88.895284253,43.0867717484,53551,2006,2015,550551005002013,55055100500
735 E Center Street ,Milwaukee,Onopa Brewing Company ,WI,BrewPub,-87.9018211,43.0672995,53212,2005,2005,550790080002001,55079008000
1872 N. Commerce Street ,Milwaukee,Lakefront Brewery ,WI,MicroBrewery,-87.905173,43.054752,53212,2005,2005,550790114001012,55079011400
735 E Center St. ,Milwaukee,Onopa Brewing Company ,WI,BrewPub,-87.9025247142,43.0673555136,53212,2006,2015,550790080002001,55079008000
1872 N. Commerce St. ,Milwaukee,Lakefront Brewery ,WI,MicroBrewery,-87.9055744541,43.054841743,53212,2006,2015,550790114001012,55079011400
740 N. Plankinton Ave. ,Milwaukee,Rock Bottom Restaurant & Brewery ,WI,BrewPub,-87.911717623,43.0392679248,53203,2006,2015,550791863002024,55079186300
740 N. Plankinton Avenue ,Milwaukee,Rock Bottom Restaurant & Brewery ,WI,BrewPub,-87.9114977,43.0397345,53203,2005,2005,550791863002024,55079186300
223 N. Water Street ,Milwaukee,Milwaukee Ale House ,WI,BrewPub,-87.9095986,43.0331327,53202,2005,2005,550791874001055,55079187400
1101 N. Water Street ,Milwaukee,Water Street Brewery ,WI,BrewPub,-87.9112757,43.0448129,53202,2005,2005,550790144001003,55079014400
1101 N. Water St. ,Milwaukee,Water Street Brewery ,WI,BrewPub,-87.9113675265,43.0445526972,53202,2006,2015,550790144001008,55079014400
223 N. Water St. ,Milwaukee,Milwaukee Ale House ,WI,BrewPub,-87.9096849903,43.0327497217,53202,2006,2015,550791874001055,55079187400
1327 N. 14th St.,Sheboygan,Hops Haven Brew Haus,WI,BrewPub,-87.7225654581,43.7587831719,53081,2006,2010,551170005001016,55117000500
1327 N. 14th Street,Sheboygan,Hops Haven Brew Haus,WI,BrewPub,-87.7225846,43.7594231,53081,2005,2005,551170005001016,55117000500
750 E. Wisconsin Ave.,Oconomowoc,Oconomowoc Brewing Co.,WI,MicroBrewery,-88.4889382935,43.1075020014,53066,2006,2006,551332043014032,55133204301
750 E. Wisconsin Avenue,Oconomowoc,Oconomowoc Brewing Co.,WI,MicroBrewery,-88.486693,43.1075287,53066,2005,2005,551332043014025,55133204301
25 N. Madison St.,Chilton,Rowland's Calumet Brewing Co./Roll Inn,WI,BrewPub,-88.1630244023,44.0295050009,53014,2006,2015,550150205002055,55015020500
25 N. Madison,Chilton,Rowland's Calumet Brewing Co./Roll Inn,WI,BrewPub,-88.163129,44.029302,53014,2005,2005,550150205002054,55015020500
90 Elliot St.,Brattleboro,McNeill's Brewery,VT,BrewPub,-72.5598765194,42.8516242635,5301,2006,2015,500259685002006,50025968500
90 Elliot Street,Brattleboro,McNeill's Brewery,VT,BrewPub,-72.5600685,42.8515972,5301,2005,2005,500259685002006,50025968500
208 E. River Dr.,Davenport,Front Street Brewery,IA,BrewPub,-90.572731877,41.5201866282,52801,2006,2015,191630109001071,19163010900
208 East River Dr.,Davenport,Front Street Brewery,IA,BrewPub,-90.572185,41.52055,52801,2005,2005,191630109001063,19163010900
723-725 Avenue H,Fort Madison,Lost Duck Brewery,IA,BrewPub,-91.3107626,40.6301768,52627,2005,2005,191114902002078,19111490200
723-725 Ave. H,Fort Madison,Lost Duck Brewery,IA,BrewPub,-91.3101609967,40.6300939959,52627,2006,2015,191114902002078,19111490200
525 S. Gilbert St.,Iowa City,Old Capitol Brew Works & Public House,IA,BrewPub,-91.5303386172,41.6550347884,52240,2006,2015,191030016001000,19103001600
525 S. Gilbert Street,Iowa City,Old Capitol Brew Works & Public House,IA,BrewPub,-91.5305168,41.6546764,52240,2005,2005,191030016001000,19103001600
428 Main Street,Bennington,Madison Brewing Co.,VT,BrewPub,-73.196419,42.8783839,5201,2005,2005,500039712006004,50003971200
428 Main St.,Bennington,Madison Brewing Co.,VT,BrewPub,-73.1964009401,42.8783223801,5201,2006,2015,500039712006004,50003971200
101 N Railroad Street,Shenandoah,Depot Deli & Lounge,IA,BrewPub,-95.3769919,40.7649898,51601,2005,2005,191454903002002,19145490300
101 N. Railroad St.,Shenandoah,Depot Deli & Lounge,IA,BrewPub,-95.3767365274,40.7648551799,51601,2006,2015,191454903002001,19145490300
336 Ruth Carney Dr.,Windsor,Harpoon Brewery,VT,MicroBrewery,-72.4014641397,43.5136105772,5089,2006,2015,500279660001002,50027966000
336 Ruth Carney,Windsor,Harpoon Brewery,VT,BrewPub,-72.4016913,43.5130201,5089,2005,2005,500279660001002,50027966000
325 Main St.,Norwich,Jasper Murdock's Aleshouse @ Norwich Inn,VT,BrewPub,-72.3088250744,43.7151779343,5055,2006,2015,500279650002084,50027965000
325 Main Street,Norwich,Jasper Murdock's Aleshouse @ Norwich Inn,VT,BrewPub,-72.3090578,43.7150796,5055,2005,2005,500279650002084,50027965000
12801 University Ave. SE ,Clive,Granite City Food & Brewery ,IA,BrewPub,-93.7944933937,41.6005270516,50325,2006,2015,191530112032012,19153011203
12801 University Avenue SE ,Clive,Granite City Food & Brewery ,IA,BrewPub,-93.7949935,41.600935,50325,2005,2005,191530112032012,19153011203
309 Court Ave. ,Des Moines,Court Avenue Brewing Company ,IA,BrewPub,-93.620565637,41.5852140252,50309,2006,2015,191530051003046,19153005100
309 Court Avenue ,Des Moines,Court Avenue Brewing Company ,IA,BrewPub,-93.6208808,41.5856426,50309,2005,2005,191530051003027,19153005100
4508 University Ave. ,West Des Moines,Rock Bottom Restaurant & Brewery ,IA,BrewPub,-93.766483698,41.6002277602,50266,2006,2015,191530111141017,19153011114
4508 University Avenue ,Des Moines,Rock Bottom Restaurant & Brewery ,IA,BrewPub,-93.765648,41.5991465,50266,2005,2005,191530111141017,19153011114
408 Shelden Avenue,Houghton,Keweenaw Brewing Co.,MI,MicroBrewery,-88.5687572,47.1220815,49931,2005,2005,260610008004007,26061000800
52 N. Isle Royale St.,Houghton,Library Bar & Restaurant,MI,BrewPub,-88.5671862053,47.1224285726,49931,2006,2008,260610008004002,26061000800
52 North Isle Royale Street,Houghton,Library Bar & Restaurant,MI,BrewPub,-88.5669052,47.1221078,49931,2005,2005,260610008004008,26061000800
408 Shelden Ave.,Houghton,Keweenaw Brewing Co.,MI,MicroBrewery,-88.5693192219,47.1223220874,49931,2006,2015,260610008004007,26061000800
400 W. Front St.,Traverse City,North Peak Brewing Co.,MI,BrewPub,-85.628453109,44.7643270754,49864,2006,2015,260555515003039,26055551500
400 West Front Street,Traverse City,North Peak Brewing Co.,MI,BrewPub,-85.6285292,44.7643153,49864,2005,2005,260555515003039,26055551500
Route 201,The Forks,Kennebec River Brewery,ME,BrewPub,-69.9739974,45.3428109,4985,2005,2005,230259653023039,23025965302
1771 Route 201,The Forks,Kennebec River Brewery,ME,BrewPub,-69.9873733521,45.2142733155,4985,2006,2011,230259653023134,23025965302
N-14283 Lake Avenue,Grand Marais ,Lake Superior Brewing Co.,MI,BrewPub,-85.9849304,46.6708093,49839,2005,2005,260030001001062,26003000100
N-14283 Lake Ave.,Grand Marais ,Lake Superior Brewing Co.,MI,BrewPub,-85.9852647002,46.6722074702,49839,2006,2015,260030001001061,26003000100
318 W. Fletcher St.,Alpena,Fletcher Street Brewing Co.,MI,BrewPub,-83.4321,45.0665,49707,2007,2008,260070004003024,26007000400
124 W. Fletcher St.,Alpena,Fletcher Street Brewing Co.,MI,BrewPub,-83.430058,45.064724,49707,2009,2015,260070004003024,26007000400
5690 U.S. 31 North,Williamsburg,Bravo Zulu Brewing,MI,MicroBrewery,-85.503499,44.769432,49690,2014,2014,260555501021089,26055550102
6060 U.S. 31 North,Williamsburg,Bravo Zulu Brewing,MI,Brewery,-85.499405,44.774927,49690,2015,2015,260555501021020,26055550102
161 East Front Street,Traverse City,Mackinaw Brewing Co.,MI,BrewPub,-85.6212413,44.7642992,49684,2005,2005,260555512001011,26055551200
161 E. Front St.,Traverse City,Mackinaw Brewing Co.,MI,BrewPub,-85.6220959511,44.7643691588,49684,2006,2015,260555512001011,26055551200
121 N. Bridge St.,Bellaire,Short's Brewing Co.,MI,BrewPub,-85.2104887122,44.976737669,49615,2006,2015,260099604001089,26009960400
121 North Bridge Street,Bellaire,Short's Brewing Co.,MI,BrewPub,-85.2104208,44.976252,49615,2005,2005,260099604001098,26009960400
25 Ionia Ave. SW,Grand Rapids,HopCat Brewing Co.,MI,BrewPub,-85.670406,42.962348,49503,2011,2015,260810020002005,26081002000
25 Ionia SW,Grand Rapids,HopCat Brewing Co.,MI,BrewPub,-85.670406,42.962348,49503,2009,2010,260810020002005,26081002000
648 Monroe Ave. NW,Grand Rapids,Founders Brewing Co.,MI,MicroBrewery,-85.6723426908,42.974265912,49503,2006,2008,260810014001029,26081001400
648 Monroe Avenue NW,Grand Rapids,Founders Brewing Co.,MI,MicroBrewery,-85.6721779,42.9748694,49503,2005,2005,260810014001029,26081001400
971 W. Savidge St.,Spring Lake,Old Boys' Brew House,MI,BrewPub,-86.211408972,43.076438948,49456,2015,2015,261390211001025,26139021100
971 West Savidge,Spring Lake,Old Boys' Brew House,MI,BrewPub,-86.2127575,43.0769329,49456,2005,2005,261390211001025,26139021100
971 W. Savidge,Spring Lake,Old Boys' Brew House,MI,BrewPub,-86.211408972,43.076438948,49456,2006,2014,261390211001025,26139021100
410 S. James St.,Ludington,Jamesport Brewing Co.,MI,BrewPub,-86.4481203641,43.952346573,49431,2006,2015,261059505001057,26105950500
410 South James Street,Ludington,Jamesport Brewing Co.,MI,BrewPub,-86.4480145,43.9521957,49431,2005,2005,261059505001057,26105950500
684 Commerce St.,Holland,New Holland Brewing Co.,MI,Brewery,-86.114154,42.818513,49424,2015,2015,261390222031000,26139022203
690 Commerce St.,Holland,New Holland Brewing Co.,MI,MicroBrewery,-86.113379,42.817528,49424,2009,2014,261390222031000,26139022203
13 W. 7th St.,Holland,Via Maria,MI,BrewPub,-86.1080723961,42.791344688,49423,2006,2008,261390249002019,26139024900
13 West 7th Street,Holland,Via Maria,MI,BrewPub,-86.1079063,42.7914589,49423,2005,2005,261390249002019,26139024900
100 Searsport Avenue,Belfast,Belfast Bay Brewing Co.,ME,MicroBrewery,-68.9749966,44.4294813,4915,2005,2005,230270430001060,23027043000
511 S. Kalamazoo St.,Marshall,Dark Horse Brewing Co.,MI,MicroBrewery,-84.9639648579,42.2665229912,49068,2006,2015,260250040003022,26025004000
511 South Kalamazoo Street,Marshall,Dark Horse Brewing Co.,MI,MicroBrewery,-84.9635125,42.2667135,49068,2005,2005,260250040003022,26025004000
114 North Main Street,Lawton,Old Hat Brewery & Grill,MI,BrewPub,-85.8497241,42.1682616,49065,2005,2005,261590110023062,26159011002
114 N. Main St.,Lawton,Old Hat Brewery & Grill,MI,BrewPub,-85.8495003401,42.1682190712,49065,2006,2011,261590110023062,26159011002
103 W. Michigan Avenue,Battle Creek,Arcadia Brewing Co.,MI,BrewPub,-85.1854217,42.3219344,49017,2005,2005,260250041001028,26025004100
103 W. Michigan Ave.,Battle Creek,Arcadia Brewing Co.,MI,BrewPub,-85.1849568743,42.32184921,49017,2006,2015,260250041001029,26025004100
402 E. Kalamazoo Ave.,Kalamazoo,Kraftbrau Brewery,MI,BrewPub,-85.5779781115,42.2941087087,49007,2006,2007,260770002011030,26077000201
200 East Michigan Avenue,Kalamazoo,Olde Peninsula Brewpub & Restaurant,MI,BrewPub,-85.5814087,42.2916059,49007,2005,2005,260770002011050,26077000201
200 E. Michigan Ave.,Kalamazoo,Olde Peninsula Brewpub & Restaurant,MI,BrewPub,-85.5817868146,42.2912635505,49007,2006,2015,260770002011051,26077000201
402 E. Kalamazoo Avenue,Kalamazoo,Kraftbrau Brewery,MI,BrewPub,-85.5780794,42.2943055,49007,2005,2005,260770002011030,26077000201
2582 SR-52 North,Webberville,Michigan Brewing Co.,MI,BrewPub,-84.1982429,42.6615281,48892,2005,2006,260650059002070,26065005900
1093 Highview Dr.,Webberville,Michigan Brewing Co.,MI,BrewPub,-84.1926,42.6603,48892,2007,2012,260650059004011,26065005900
131 Albert Avenue,East Lansing,Harper's Restaurant & Brewpub,MI,BrewPub,-84.482714,42.736284,48823,2005,2005,260650041002004,26065004100
131 Albert Ave.,East Lansing,Harper's Restaurant & Brewpub,MI,BrewPub,-84.4834814228,42.7362543161,48823,2006,2015,260650041002004,26065004100
281 Heinlein St.,Frankenmuth,Black Forest Brew Haus & Grill,MI,BrewPub,-83.7331436331,43.3148729191,48734,2006,2015,261450113003039,26145011300
281 Heinlein Street,Frankenmuth,Black Forest Brew Haus & Grill,MI,BrewPub,-83.7380194,43.331691,48734,2005,2005,261450113004034,26145011300
3770 Bailey Road,Sanford,Sanford Lake Bar & Grill,MI,BrewPub,-84.3905355,43.7201644,48657,2005,2005,261112916022003,26111291602
3770 Bailey Rd.,Sanford,Sanford Lake Bar & Grill,MI,BrewPub,-84.3902061328,43.719929152,48657,2006,2008,261112916022003,26111291602
8115 Richardson Rd.,Commerce Township,C.J.'s Brewing Co.,MI,BrewPub,-83.4426065056,42.5770853092,48382,2006,2015,261251344001009,26125134400
8115 Richardson Road,Commerce Township,C.J.'s Brewing Co.,MI,BrewPub,-83.4427843,42.5770306,48382,2005,2005,261251344001009,26125134400
51 N. Saginaw St. ,Pontiac,Bo's Brewery & Bistro ,MI,BrewPub,-83.2924379328,42.6380869763,48342,2006,2013,261251422002008,26125142200
51 North Saginaw Street ,Pontiac,Bo's Brewery & Bistro ,MI,BrewPub,-83.292818,42.638227,48342,2005,2005,261251422002008,26125142200
895 Oakland Avenue ,Pontiac,King Brewery & Pub,MI,MicroBrewery,-83.3173748,42.6575357,48340,2005,2005,261251409001015,26125140900
895 Oakland Ave. ,Pontiac,King Brewery & Pub,MI,MicroBrewery,-83.3171951565,42.6571564412,48340,2006,2009,261251409001015,26125140900
2550 Takata Dr. ,Auburn Hills,Big Buck Brewery & Steakhouse,MI,BrewPub,-83.2420889115,42.6596698308,48326,2006,2007,261251401001054,26125140100
2550 Takata Drive ,Auburn Hills,Big Buck Brewery & Steakhouse,MI,BrewPub,-83.242949,42.65947,48326,2005,2005,261251401001054,26125140100
310 Water Street ,Rochester,Rochester Mills Beer Company ,MI,BrewPub,-83.13148,42.6796102,48308,2005,2005,261251912004018,26125191200
310 Water St. ,Rochester,Rochester Mills Beer Company ,MI,BrewPub,-83.1314564584,42.6794277639,48308,2006,2013,261251912003009,26125191200
511 West Canfield,Detroit,Traffic Jam & Snug ,MI,BrewPub,-83.0658602376,42.3504449275,48201,2006,2015,261635203001003,26163520300
470 West Canfield ,Detroit,Motor City Brewing Works ,MI,MicroBrewery,-83.0660214,42.3518573,48201,2005,2005,261635203001002,26163520300
470 W. Canfield ,Detroit,Motor City Brewing Works ,MI,MicroBrewery,-83.0651315192,42.351865253,48201,2006,2015,261635203001002,26163520300
4268 2nd,Detroit,Traffic Jam & Snug ,MI,BrewPub,-83.0660446,42.3503515,48201,2005,2005,261635203001003,26163520300
166 Maple Street ,Wyandotte,Sports Brew Pub ,MI,BrewPub,-83.1513337,42.2023036,48192,2005,2005,261635807003017,26163580700
166 Maple St. ,Wyandotte,Sports Brew Pub ,MI,BrewPub,-83.1510933186,42.2022637935,48192,2006,2015,261635807003017,26163580700
39550 7 Mile Rd.,Northville,Bonfire Bistro and Brewery,MI,BrewPub,-83.4348073686,42.4251632001,48167,2006,2007,261635602001012,26163560200
39550 7 Mile Road,Northville,Bonfire Bistro and Brewery,MI,BrewPub,-83.434773,42.426124,48167,2005,2005,261635602001012,26163560200
3115 Broad St.,Dexter,Jolly Pumpkin Artisan Ales,MI,MicroBrewery,-83.8895328199,42.33717919,48130,2006,2014,261614540001020,26161454000
3115 Broad Street,Dexter,Jolly Pumpkin Artisan Ales,MI,MicroBrewery,-83.889488,42.337535,48130,2005,2005,261614540001021,26161454000
114 E. Washington St.,Ann Arbor,Arbor Brewing Co.,MI,BrewPub,-83.7483394146,42.2804165185,48104,2006,2015,261614001001018,26161400100
120 West Washington Street,Ann Arbor,Grizzly Peak Brewing Co.,MI,BrewPub,-83.7495927,42.2807621,48104,2005,2005,261614001001015,26161400100
120 W. Washington St.,Ann Arbor,Grizzly Peak Brewing Co.,MI,BrewPub,-83.7488007545,42.2805355861,48104,2006,2015,261614001001015,26161400100
114 E. Washington,Ann Arbor,Arbor Brewing Co.,MI,BrewPub,-83.747817,42.28025,48104,2005,2005,261614001001018,26161400100
5919 Chicago Road ,Warren,Kuhnhenn Brewing Company ,MI,MicroBrewery,-83.0467647,42.5277682,48092,2005,2005,260992607001000,26099260700
5919 Chicago Rd. ,Warren,Kuhnhenn Brewing Company ,MI,MicroBrewery,-83.0467782053,42.5275959615,48092,2006,2015,260992607001000,26099260700
14600 E. 11 Mile Rd. ,Warren,Dragonmead Microbrewery ,MI,MicroBrewery,-82.9738160381,42.4930346041,48089,2006,2015,260992628001004,26099262800
14600 E. Eleven Mile Road ,Warren,Dragonmead Microbrewery ,MI,MicroBrewery,-82.9752289,42.4926954,48089,2005,2005,260992628001004,26099262800
